epoch,classification_output_acc,classification_output_loss,loss,lr,segmentation_output_acc,segmentation_output_loss
0,0.9281767955801105,0.2158636699703352,0.37244964255153806,1e-04,0.6493946213419266,0.15658597244742167
1,0.9682320441988951,0.10201676898232008,0.1564077376825375,1e-04,0.9521006223905152,0.05439096886808701
2,0.986878453038674,0.03754951464313273,0.06605838316374392,1e-04,0.9604548209279941,0.028508868408054937
3,0.9986187845303868,0.011340736455107346,0.030859554737024213,1e-04,0.9664619047997406,0.019518818263767175
4,0.9986187845303868,0.003721979598072189,0.01958863557064237,1e-04,0.9693970759270599,0.015866656023597357
5,0.9979281767955801,0.0029961372362289776,0.01615815928195557,1e-04,0.9732546766818557,0.01316202206290147
6,1.0,0.001256830221256316,0.01314235995240633,1e-04,0.9748278839812095,0.011885529746769706
7,1.0,0.0007884778428335508,0.011027289569913024,1e-04,0.9779965864360661,0.010238811721027061
8,0.9979281767955801,0.004806683188250258,0.015953955263702087,1e-04,0.9750700813630668,0.011147272132481165
9,0.9993093922651933,0.001888716610169568,0.011537379192867578,1e-04,0.9783382955835669,0.009648662631641765
10,1.0,0.0002493122558773258,0.008663041725528339,1e-04,0.9811015863444924,0.008413729506148571
11,1.0,0.00010893303602612697,0.007157914654367208,1e-04,0.9842489875482591,0.007048981630845376
12,1.0,0.0003308717169900495,0.006793447795905461,1e-04,0.9855072241461738,0.006462576087739175
13,0.9896408839779005,0.04118859425757515,0.0486440301862499,1e-04,0.9829916311891039,0.007455436903880446
14,0.944060773480663,0.1713446777790543,0.18666246444377946,1e-04,0.9639353692860894,0.015317787750732174
15,0.9820441988950276,0.04444765517966004,0.05758713594076959,1e-04,0.968887115710348,0.013139481329518622
16,1.0,0.004345187496170254,0.015341746784201232,1e-04,0.974098794697398,0.01099655924503851
17,1.0,0.0011219284603526901,0.010708279772635899,1e-04,0.9775113865156859,0.009586351328061184
18,1.0,0.000590227940957945,0.00907562127676458,5e-05,0.9800867830192187,0.008485393315677155
19,1.0,0.00038022865318784754,0.008135228121951634,5e-05,0.9819630279066813,0.007754999453469452
20,1.0,0.00043828949648580604,0.007851415802596023,5e-05,0.9827164681576892,0.007413126313441448
21,1.0,0.0002516352400969039,0.007054238938417759,5e-05,0.9842263927775852,0.006802603697599792
22,1.0,0.00030093587197144536,0.006712684373098595,5e-05,0.9851087111135872,0.006411748493826068
23,1.0,0.00019173956360198907,0.006251657611911715,2.5e-05,0.985926937003162,0.006059918058675956
24,1.0,0.00023458515115936727,0.005883032895974527,2.5e-05,0.9869088744590295,0.005648447758934939
25,1.0,0.00021567444731601567,0.0056989180086211445,2.5e-05,0.9872956229836901,0.005483243556549124
26,0.9993093922651933,0.0008249365976739154,0.0060901073018572605,2.5e-05,0.9878035138325137,0.0052651707288803975
27,1.0,0.00020097397183255542,0.005291975477648621,2.5e-05,0.9881744608694677,0.00509100151827137
28,1.0,0.0003702473552192267,0.005337158219955697,2.5e-05,0.9884588780982718,0.004966910882178921
29,1.0,0.00015016851746569944,0.004894204533566304,2.5e-05,0.9889733893436622,0.004744036028609297
30,1.0,0.0001808936568253939,0.004646412210117058,2.5e-05,0.9896138837324322,0.004465518552727627
31,1.0,0.0001374217048922631,0.0044438979158805715,2.5e-05,0.989963881218631,0.004306476208180683
32,1.0,0.00017860886550203774,0.004320357692716078,2.5e-05,0.9903515705746182,0.004141748819155465
33,1.0,0.00010315073847164938,0.004168845115625685,2.5e-05,0.9905094692061619,0.0040656943665302835
34,1.0,9.076213128406701e-05,0.003939955194290337,2.5e-05,0.9910103253896724,0.0038491930685247916
35,1.0,7.459921904732135e-05,0.0038622430144958403,2.5e-05,0.9911460991722444,0.0037876437971296395
36,1.0,8.008002874170747e-05,0.0036203697399694204,2.5e-05,0.9917098326577666,0.0035402896988992864
37,1.0,7.782195566932945e-05,0.003518033483919806,2.5e-05,0.9919348332763377,0.003440211534124506
38,1.0,8.343798685613997e-05,0.0033370115143344713,2.5e-05,0.9923466206914153,0.003253573518328739
39,1.0,6.644129348073598e-05,0.0032879010393433478,2.5e-05,0.9924190627277226,0.0032214597420694912
40,1.0,6.447428532914957e-05,0.0031496283542930834,2.5e-05,0.9927172311761762,0.003085154064323815
41,1.0,5.013726151857243e-05,0.0030581319443521333,2.5e-05,0.9928938193215849,0.0030079946830066035
42,1.0,0.00011953436908820876,0.0029607824543851184,2.5e-05,0.993274904746377,0.0028412480869469394
43,1.0,0.00019714713169746297,0.003126818579312887,2.5e-05,0.993039479242504,0.0029296714443332664
44,1.0,7.758497907806089e-05,0.002874851437126034,2.5e-05,0.9933575138202688,0.002797266467762545
45,1.0,4.043942217937725e-05,0.0026968178720064256,2.5e-05,0.9936768119506414,0.0026563784578372595
46,1.0,5.780297133757175e-05,0.002734994318320812,2.5e-05,0.9936121856968706,0.002677191357586265
47,1.0,4.331611600212791e-05,0.002590582754915755,2.5e-05,0.9939184448995643,0.0025472666383901024
48,1.0,5.890134852942794e-05,0.0025122631553467878,2.5e-05,0.9941303756355581,0.00245336180865425
49,1.0,2.831059189621475e-05,0.0024094191985719357,2.5e-05,0.9942952210073313,0.0023811086092545594
50,1.0,2.8552731848914787e-05,0.0023625528575590094,2.5e-05,0.9943934833805864,0.002334000132411965
51,1.0,2.7653551081491778e-05,0.002301209759949938,2.5e-05,0.994535388538192,0.0022735562071317383
52,1.0,2.7062193583607135e-05,0.0022580073937356923,2.5e-05,0.9946370694518748,0.0022309452043820523
53,1.0,2.552276764106095e-05,0.002263832668187251,2.5e-05,0.9946179235179121,0.0022383099016656284
54,1.0,3.092034775726617e-05,0.002199126042500241,2.5e-05,0.9947721846195874,0.0021682056937320413
55,1.0,2.2965392722367844e-05,0.00214957217724469,2.5e-05,0.9948583627274024,0.0021266067877813185
56,1.0,2.243271178636629e-05,0.002125227182604455,2.5e-05,0.9949276602070635,0.0021027944749221206
57,1.0,1.6475422530700255e-05,0.0020663735443257948,2.5e-05,0.9950490801373898,0.0020498981199597744
58,1.0,2.0112177925780615e-05,0.002041314255821812,2.5e-05,0.995106034515971,0.002021202080798186
59,1.0,1.910127044078567e-05,0.0019288525816300132,2.5e-05,0.9953730073423017,0.0019097513125602217
60,1.0,1.7769754844642178e-05,0.001906670381068072,2.5e-05,0.9954235260657842,0.0018889006337881582
61,1.0,1.3063106030884891e-05,0.0020982161417052933,2.5e-05,0.9949675120042832,0.0020851530436971815
62,1.0,1.818262663701862e-05,0.0020665375304212844,2.5e-05,0.9950504968179523,0.0020483549052684757
63,1.0,1.2373008853476109e-05,0.0018702064993281885,2.5e-05,0.9954813221541557,0.0018578334936604562
64,1.0,1.5327194343566316e-05,0.001772692856039255,2.5e-05,0.9957309457478603,0.0017573656568957174
65,1.0,1.2265235468337838e-05,0.0016433120269755425,2.5e-05,0.9960310482188482,0.0016310468013141079
66,1.0,1.1645633360462878e-05,0.0015886652518773852,2.5e-05,0.9961583874502234,0.0015770196168585706
67,1.0,9.429028339972198e-06,0.0015773152362025286,2.5e-05,0.9961933513372643,0.0015678862106564418
68,1.0,1.1939776312344156e-05,0.0016317600802420664,2.5e-05,0.9960571020347637,0.0016198203109786204
69,1.0,8.490806906747721e-06,0.0016389761588958128,2.5e-05,0.9960344341578404,0.0016304853562656688
70,1.0,9.68455479588325e-06,0.0014658363678142718,2.5e-05,0.9964479366060119,0.0014561518116015426
71,1.0,9.34550916961784e-06,0.0014019710123050154,2.5e-05,0.996600657866146,0.0013926255070341967
72,1.0,8.86550046614889e-06,0.0014106474533157412,2.5e-05,0.9965834275135019,0.0014017819570382615
73,1.0,7.958869084682418e-06,0.0014492156420119148,2.5e-05,0.9964728773628151,0.0014412567741108944
74,1.0,9.029718521965553e-06,0.001470988082830686,2.5e-05,0.9964256411757917,0.0014619583660191264
75,1.0,8.428395554806079e-06,0.0014867306656708417,2.5e-05,0.9963793734819191,0.0014783022790190183
76,1.0,8.684650833793912e-06,0.001400164973623639,1.25e-05,0.9965997414035692,0.0013914803298349745
77,1.0,6.825423009466058e-06,0.0012271968510840603,1.25e-05,0.9970194035472132,0.0012203714297698471
78,1.0,6.673326556455e-06,0.0011410418896580846,1.25e-05,0.9972285035565414,0.0011343685630323026
79,1.0,5.781647591516299e-06,0.0010802995475286937,1.25e-05,0.9973809771774882,0.0010745179002013736
80,1.0,6.9453112675103e-06,0.0010761750780961872,1.25e-05,0.9973935432196981,0.0010692297679742602
81,1.0,5.987299368818064e-06,0.0010588338610829364,1.25e-05,0.9974397196954127,0.0010528465644816627
82,1.0,5.517939249193157e-06,0.0010209363876862545,1.25e-05,0.9975229007763099,0.001015418448719551
83,1.0,6.605460061259114e-06,0.001049747262844682,1.25e-05,0.997457662998642,0.0010431418018492752
84,1.0,5.599860569493897e-06,0.0010234612713629658,1.25e-05,0.9975138905957259,0.0010178614129924643
85,1.0,5.6042111202054785e-06,0.0010887042919009184,6.25e-06,0.997349237868799,0.0010831000821057769
86,1.0,6.022195239301033e-06,0.001013833949360379,6.25e-06,0.9975354200568647,0.0010078117522817538
87,1.0,4.561539619429476e-06,0.0009738592172391425,6.25e-06,0.9976266415079654,0.000969297676771694
88,1.0,4.685265169642204e-06,0.0009415342967097972,6.25e-06,0.9977123322407844,0.0009368490308744431
89,1.0,4.955377317549377e-06,0.000921207476916687,6.25e-06,0.997762510789692,0.0009162520985916586
90,1.0,4.826059980197736e-06,0.0008977057713917483,6.25e-06,0.9978277814981028,0.0008928797086211981
91,1.0,4.134688736107455e-06,0.0008763055171102326,6.25e-06,0.9978747496288785,0.000872170827248602
92,1.0,5.093396985052778e-06,0.0008551824676485228,6.25e-06,0.9979365896124867,0.0008500890673822543
93,1.0,4.376818598276254e-06,0.0008575517043615408,6.25e-06,0.9979208711102523,0.000853174885102028
94,1.0,6.92870110029197e-06,0.0008311666540533962,6.25e-06,0.9979997040158477,0.0008242379524101869
95,1.0,4.153203588619247e-06,0.0008318355046174083,6.25e-06,0.9979856853985655,0.0008276823003781517
96,1.0,4.2397391440036346e-06,0.000803263963441987,6.25e-06,0.9980605060224375,0.0007990242212943898
97,1.0,3.763733457571011e-06,0.0007911767085077684,6.25e-06,0.9980837162686975,0.0007874129751043713
98,1.0,4.7331953048866095e-06,0.0008220710416674326,3.125e-06,0.9980096879585013,0.0008173378445568253
99,1.0,3.6216565641164564e-06,0.0007945807282143987,3.125e-06,0.9980700888686417,0.000790959069581229
100,1.0,4.149854134051646e-06,0.0007954606008445793,3.125e-06,0.9980756676658082,0.0007913107433850305
101,1.0,3.688029879191359e-06,0.00078576510094842,3.125e-06,0.998098867703538,0.0007820770711102909
102,1.0,3.735946561153077e-06,0.0007767928407259944,3.125e-06,0.9981248079083901,0.0007730568902250585
103,1.0,3.4790204441649932e-06,0.0007697221670603349,1.5625e-06,0.9981335994288407,0.0007662431440491085
104,1.0,3.5821524707227973e-06,0.0007497947738642253,1.5625e-06,0.9981892362483957,0.0007462126184550747
105,1.0,3.66224625300575e-06,0.0007458952953717388,1.5625e-06,0.9981953271186155,0.0007422330500802427
106,1.0,3.427657152732767e-06,0.0007374677059397575,1.5625e-06,0.9982198121139357,0.0007340400466870372
107,1.0,3.249115916935792e-06,0.0007318231693304334,1.5625e-06,0.9982302659782916,0.0007285740521082973
108,1.0,3.2446215894326328e-06,0.0007235310571036657,1.5625e-06,0.9982525525172112,0.0007202864326446611
109,1.0,3.7744623688994333e-06,0.0007267903463557383,1.5625e-06,0.9982490779945205,0.0007230158808746617
110,1.0,4.602265194984716e-06,0.0007239645147613811,7.8125e-07,0.998257104533812,0.0007193622467794985
111,1.0,3.7844660393856436e-06,0.0007026693113186803,7.8125e-07,0.9983080595896389,0.0006988848428028374
112,1.0,3.2849704453968076e-06,0.0007104504845768871,7.8125e-07,0.9982878858871882,0.0007071655114356284
113,1.0,3.4699034587810432e-06,0.0006987256934102213,7.8125e-07,0.9983138030405203,0.000695255788902428
114,1.0,3.1323935894172702e-06,0.000707603240120662,7.8125e-07,0.9982950588616218,0.0007044708458205058
115,1.0,2.7287797930067474e-06,0.0007010530312198281,3.90625e-07,0.9983063356652444,0.0006983242475540886
116,1.0,3.328138623448005e-06,0.0007203518792804208,3.90625e-07,0.998268020745799,0.00071702374049555
117,1.0,3.958199209850618e-06,0.0006983864474244087,3.90625e-07,0.998319011037521,0.000694428245280998
118,1.0,4.009479349881794e-06,0.0007024413952025076,3.90625e-07,0.9983108135876735,0.0006984319154865196
119,1.0,3.3566364883777496e-06,0.0006924829523282342,3.90625e-07,0.9983335045161168,0.0006891263120496409
120,1.0,3.180075288340436e-06,0.0007032151689343875,1.953125e-07,0.9983076225986797,0.0007000350929122645
121,1.0,3.444789993303209e-06,0.0006935108767871267,1.953125e-07,0.9983300925618377,0.0006900660819708478
122,1.0,4.503547533177875e-06,0.0006881499930236035,1.953125e-07,0.9983484451942022,0.000683646442661916
123,1.0,3.055036226235452e-06,0.0006988429857060334,1.953125e-07,0.9983189336502749,0.0006957879466537221
124,1.0,3.3104174926703453e-06,0.0006969796948055145,1.953125e-07,0.9983223419821723,0.0006936692768767043
125,1.0,3.4446183782323746e-06,0.0006912677275153257,9.765625e-08,0.9983396273291572,0.0006878231070004404
126,1.0,3.2670469582112747e-06,0.0006914873413216755,9.765625e-08,0.9983389453334703,0.0006882202927632905
127,1.0,3.0929760000479353e-06,0.0006999338976074092,9.765625e-08,0.998315451224206,0.0006968409188981914
128,1.0,3.2877952039994016e-06,0.0006987173954418536,9.765625e-08,0.9983246076172887,0.0006954295974602995
129,1.0,2.859862975090949e-06,0.0006961346964431587,9.765625e-08,0.9983248713925399,0.0006932748315369618
130,1.0,3.2212858444866605e-06,0.0006871646469862854,4.8828124e-08,0.9983516799810842,0.0006839433576891107
131,1.0,2.845870579134503e-06,0.0006990739739646631,4.8828124e-08,0.9983196192683436,0.0006962281001219783
132,1.0,2.9176220077219496e-06,0.0006940777800097361,4.8828124e-08,0.998335316365595,0.0006911601563812701
133,1.0,3.311993722282494e-06,0.0006990274453010843,4.8828124e-08,0.9983226847912067,0.0006957154485296705
134,1.0,3.4722809624899886e-06,0.0006837575816683142,4.8828124e-08,0.998359222438454,0.000680285298042977
135,1.0,3.0264296602796263e-06,0.0006803356487952296,2.4414062e-08,0.9983612746823558,0.0006773092159139538
136,1.0,3.8280063628599735e-06,0.0006900558679735092,2.4414062e-08,0.9983447681474422,0.0006862278580369726
137,1.0,3.108749165745992e-06,0.000694519553805614,2.4414062e-08,0.9983249517435527,0.0006914108029106189
138,1.0,3.025780049331413e-06,0.0006832885025300662,2.4414062e-08,0.9983599755645457,0.0006802627210278908
139,1.0,3.182645030210928e-06,0.0006903826092814934,2.4414062e-08,0.9983389407231663,0.0006871999632785848
140,1.0,3.57309025789857e-06,0.0006868377712539793,1.2207031e-08,0.9983518475985659,0.0006832646782309311
141,1.0,3.750624216379354e-06,0.0006874369258621903,1.2207031e-08,0.9983478435495282,0.0006836862993125614
142,1.0,3.2526399877340145e-06,0.0006845755453056846,1.2207031e-08,0.9983593884093985,0.0006813229020178132
143,1.0,2.791428594198338e-06,0.0006800750711063201,1.2207031e-08,0.9983620498720454,0.0006772836397571788
144,1.0,3.325846968690089e-06,0.0006883484780922203,1.2207031e-08,0.9983504783382732,0.0006850226278975091
145,1.0,3.026970286180947e-06,0.0006877988900407861,1e-08,0.998341330836491,0.0006847719151207673
146,1.0,4.008993458775439e-06,0.00069063502214,1e-08,0.9983455166632299,0.000686626026737478
147,1.0,2.7892535238792716e-06,0.0006812839540176978,1e-08,0.9983557215711688,0.00067849469677293
148,1.0,2.961921551212785e-06,0.0006877979606477472,1e-08,0.9983505395894551,0.000684836036487076
149,1.0,2.9176265582574656e-06,0.0006956956887975315,1e-08,0.9983223722784559,0.0006927780609884048
150,1.0,3.4658539110096523e-06,0.0006817924620928398,1e-08,0.9983629330745718,0.0006783266043038369
151,1.0,3.1855084682083846e-06,0.000682336450631612,1e-08,0.9983571092726776,0.0006791509376602113
152,1.0,3.2031103282638318e-06,0.0006936545726889487,1e-08,0.998336979368115,0.0006904514612262111
153,1.0,3.1107805064597997e-06,0.000680475218224118,1e-08,0.998362170727872,0.0006773644350456249
