epoch,classification_output_acc,classification_output_loss,loss,lr,segmentation_output_acc,segmentation_output_loss
76,1.0,0.00018596325968810303,0.006967050712030958,9.765625e-08,0.998313265787044,0.006781087453726312
77,1.0,0.00018751255158067708,0.006857965705575238,9.765625e-08,0.9983799423969967,0.006670453146257451
78,1.0,0.00018272709833030938,0.006836364026063345,4.8828124e-08,0.9983775380631568,0.006653636930064416
79,1.0,0.00017010025906747102,0.006870973625705695,4.8828124e-08,0.9983579071474747,0.006700873361821746
80,1.0,0.00018650629320124518,0.006802351496011858,2.4414062e-08,0.9984087944030762,0.006615845204501505
81,1.0,0.00018022791643911468,0.006861432599769512,2.4414062e-08,0.998376920189656,0.006681204681665125
82,1.0,0.00017283978082611009,0.00679538980729773,2.4414062e-08,0.9983995934607277,0.0066225500252675
83,1.0,0.00018748063502897194,0.006811174327953601,1.2207031e-08,0.998404281240114,0.006623693689389128
84,1.0,0.00019032135280443546,0.006958002237681771,1.2207031e-08,0.998319471386117,0.006767680881623651
85,1.0,0.00018104707000737773,0.0068506399484377515,1e-08,0.9983824138909998,0.006669592892777332
86,1.0,0.00019147369806580148,0.006832644822154666,1e-08,0.9983836697860503,0.006641171124934311
87,1.0,0.00017010232251880256,0.006863983721852722,1e-08,0.9983604659496899,0.006693881398565332
88,1.0,0.0001824169805946491,0.0067883605976969425,1e-08,0.9984144425727952,0.006605943612439532
89,1.0,0.00018066361868913076,0.006853742557774547,1e-08,0.9983794185477244,0.006673078944670482
