epoch,classification_output_acc,classification_output_loss,loss,lr,segmentation_output_acc,segmentation_output_loss
39,1.0,4.9200700328250425e-05,0.0030211348309588265,1.5625e-06,0.9944577149941888,0.002971934125115964
40,1.0,4.3238644331056644e-05,0.002985245410457883,1.5625e-06,0.9945246594052919,0.0029420067693933217
41,1.0,5.000273188376065e-05,0.0030006135282644505,1.5625e-06,0.994499727873735,0.0029506107995575163
42,1.0,4.84848680673782e-05,0.0029423223893669708,1.5625e-06,0.9946196373079864,0.002893837516419065
43,1.0,4.649749806202648e-05,0.002991193318477189,7.8125e-07,0.994492489687154,0.002944695812479501
44,1.0,4.770322647999191e-05,0.002969683016794668,3.90625e-07,0.994570575129818,0.002921979769434727
45,1.0,4.5497947462215856e-05,0.0029279307763971072,3.90625e-07,0.9946356440933657,0.0028824328287491495
46,1.0,4.5818472091001166e-05,0.0029607626484890637,3.90625e-07,0.9945643997528184,0.0029149441815860253
47,1.0,4.787871036992136e-05,0.002951668545892331,3.90625e-07,0.9945880334142229,0.002903789832768306
48,1.0,4.224495557831636e-05,0.002928041344718404,3.90625e-07,0.9946385563259393,0.0028857964051651284
49,1.0,4.9823502182257916e-05,0.0029581538991818967,1.953125e-07,0.9945845209376912,0.002908330384484479
50,1.0,4.8056614675043024e-05,0.0029001772259427626,1.953125e-07,0.9947020999142822,0.0028521206039725474
51,1.0,4.560790430844809e-05,0.002954931395180838,9.765625e-08,0.9945684872882466,0.002909323485882979
52,1.0,4.800200885653448e-05,0.0029555277630004665,9.765625e-08,0.9945854343159098,0.0029075257545730596
53,1.0,4.4894330021890425e-05,0.002900870621834003,9.765625e-08,0.994701582781026,0.0028559762827107603
54,1.0,4.5752364469439606e-05,0.0029518779131098532,4.8828124e-08,0.9945772449735185,0.0029061255537130883
55,1.0,4.789842480124822e-05,0.002939274616565713,4.8828124e-08,0.9946103154773444,0.0028913761882609886
56,1.0,4.252489295563272e-05,0.0029120806401306894,2.4414062e-08,0.9946701812072539,0.00286955576927834
57,1.0,4.8824678384002075e-05,0.0029456895336666157,2.4414062e-08,0.9946174101090767,0.0028968648394753394
58,1.0,4.826848367550886e-05,0.002896076038768384,2.4414062e-08,0.9947123980857957,0.0028478075573089676
