epoch,classification_output_acc,classification_output_loss,loss,lr,segmentation_output_acc,segmentation_output_loss,val_classification_output_acc,val_classification_output_loss,val_loss,val_segmentation_output_acc,val_segmentation_output_loss
0,0.9275147928994083,0.23268810628235517,0.35583787314461535,1e-04,0.807860570546438,0.12314976712126703,0.9166666666666666,0.2350058664774729,0.31263987388875747,0.914100393652916,0.0776340069456233
1,0.977810650887574,0.06327813828364703,0.10707873309901833,1e-04,0.955942870244472,0.04380059516685601,0.9513888888888888,0.21472215736220177,0.25115533721529776,0.9503554039531283,0.036433177120569676
2,0.9792899408284024,0.05260086953565933,0.0779407187172118,1e-04,0.9631411831759842,0.025339848951563326,1.0,0.009635015277631788,0.032995131642868124,0.9589538789457746,0.02336011656249563
3,0.996301775147929,0.01468915796672344,0.032844044945957745,1e-04,0.9684424273361115,0.01815488721249548,1.0,0.0037803159735226976,0.02132471839690374,0.9665628903441958,0.017544402404584818
4,0.9992603550295858,0.0027387605719686368,0.016965167756748976,1e-04,0.9733484380343962,0.014226407137804131,1.0,0.0009417390640717511,0.01585344595110251,0.9692288272910647,0.014911707025021315
5,0.9985207100591716,0.003653363061760948,0.015738631199119536,1e-04,0.975981209052385,0.012085268191287857,1.0,0.0004366991844967237,0.014416186371818185,0.9693322264485889,0.01397948719871541
6,1.0,0.00120887377917997,0.011671683323960862,1e-04,0.9785500860073157,0.010462809546944306,1.0,0.00026498289980736445,0.011805941143797504,0.9746028251118131,0.011540958166329397
7,0.9992603550295858,0.004155684333231363,0.013472157133710102,1e-04,0.9804127223392916,0.00931647282435432,0.9930555555555556,0.00848004577831792,0.020453094879889652,0.9731760405831866,0.011973049116527868
8,0.9970414201183432,0.010796696961060984,0.020276224326077827,1e-04,0.9793302162864505,0.009479527451241246,0.9930555555555556,0.011431108431098538,0.023818235857308738,0.9725154886643091,0.012387127796601918
9,0.9955621301775148,0.015257362910989615,0.02512394180852016,1e-04,0.9779138162996642,0.009866578639457387,1.0,0.0029388120720770733,0.014282438800566725,0.9738689826594459,0.011343626771122217
10,0.9933431952662722,0.022993138108819536,0.03258775098155633,1e-04,0.9783813882861617,0.009594612643287996,0.9513888888888888,0.15625293756602332,0.16982741320195296,0.9683766315380732,0.01357447409019288
11,0.9659763313609467,0.11818427989671831,0.13042979823568693,1e-04,0.9717523550846168,0.012245518921395025,0.9444444444444444,0.1476324969618064,0.1623891856159187,0.9659144083658854,0.014756689494889643
12,0.9903846153846154,0.03049662824787716,0.04131723735784594,5e-05,0.975091494399415,0.01082060913301828,1.0,0.010553604044414695,0.02177380316425115,0.9734733402729034,0.011220199094774822
13,0.9977810650887574,0.005405114143294555,0.014839379676237437,5e-05,0.9782433770817412,0.0094342655764022,1.0,0.0022636539061851283,0.011768541725662848,0.9772908935944239,0.00950488781866928
14,1.0,0.0009969704050458402,0.00928923274809219,5e-05,0.9810440166462102,0.008292262345971264,1.0,0.0012594207066488,0.010177062759693298,0.9787066611978743,0.008917642071739666
