epoch,classification_output_acc,classification_output_loss,loss,lr,segmentation_output_acc,segmentation_output_loss,val_classification_output_acc,val_classification_output_loss,val_loss,val_segmentation_output_acc,val_segmentation_output_loss
21,1.0,0.00011009153978144919,0.005276294026975712,5e-05,0.9882561218809094,0.005166202510800764,1.0,0.00011883646277510707,0.0066725856546933455,0.9848058223724365,0.006553749204613268
22,1.0,0.00031001510358466,0.0052814118869977415,5e-05,0.9886636522394665,0.004971396805547707,1.0,0.00015679883952973088,0.006507329785058068,0.9853853682676951,0.00635053090000939
23,1.0,0.00011855232253243262,0.004767853365081346,5e-05,0.9893641672896211,0.0046493010616106304,1.0,9.198398699241907e-05,0.005766490571356068,0.986689837442504,0.005674506550551289
24,1.0,9.617623782805122e-05,0.00442491519504596,5e-05,0.9900723075020242,0.0043287389724344545,1.0,7.727530343496862e-05,0.0052900579046561485,0.9878736949629254,0.005212782604050719
25,1.0,6.803880312512366e-05,0.00413748029806822,5e-05,0.9906843181192522,0.004069441520972673,1.0,6.712356172202918e-05,0.005387990573783302,0.9875136117140452,0.005320866980279486
26,1.0,0.00012071087169274318,0.004054438100973442,5e-05,0.9909610656591562,0.0039337272287385,1.0,6.53507011128972e-05,0.005301660373030852,0.9877111448182,0.005236309700800727
27,1.0,6.738995776093027e-05,0.0039031237960357726,5e-05,0.9911577338297691,0.003835733846992739,1.0,6.194324962254743e-05,0.004352887536192106,0.9898333218362596,0.004290944269289159
28,1.0,5.699494220246879e-05,0.003662042842610304,5e-05,0.9916582495503171,0.003605047909724774,1.0,5.169906298381951e-05,0.004217640438582748,0.990249815914366,0.004165941364287089
29,1.0,4.7198547770692816e-05,0.0033968819605638464,5e-05,0.9922241081852885,0.0033496834210963292,1.0,4.902214645123119e-05,0.0036068845074623823,0.991644862625334,0.0035578623840895793
30,1.0,4.467506701089217e-05,0.0032656250938982567,5e-05,0.9925260318101511,0.0032209500432091617,1.0,4.8720214039121856e-05,0.003543805343926781,0.9917026526398129,0.0034950850984185105
31,1.0,6.827009030447047e-05,0.0032653358844852835,5e-05,0.9925526246516663,0.003197065801166836,1.0,8.850242320098307e-05,0.003555035451427102,0.9919264415899912,0.0034665330054445397
32,1.0,5.388401981981157e-05,0.0030551179644194315,5e-05,0.9929791681865263,0.0030012339465154787,1.0,5.711985416370327e-05,0.003044163349032816,0.992932571305169,0.002987043489055294
33,1.0,3.475477197159883e-05,0.002979073063856178,5e-05,0.9930974604815421,0.002944318293152961,1.0,4.687680084379685e-05,0.003432905838255667,0.9919129908084869,0.0033860290358360442
34,1.0,5.378917611598604e-05,0.0029043025948856708,5e-05,0.9933026813896451,0.0028505134168935156,1.0,5.199210797475947e-05,0.0034832120517320517,0.9918932285573747,0.0034312199600713533
35,1.0,3.278526364926712e-05,0.0027089730592598843,5e-05,0.9936909178304955,0.002676187800215943,1.0,4.346862282507876e-05,0.0027479189415721018,0.993653428223398,0.0027044503076467663
36,1.0,3.4034106155177035e-05,0.0026037538053533997,5e-05,0.9939255195961901,0.0025697197033555286,1.0,3.918654147759703e-05,0.0028542615473270416,0.9933974709775713,0.0028150749955481538
37,1.0,2.89680758262434e-05,0.0025759029426727685,5e-05,0.9939665850802991,0.002546934865569398,1.0,2.9857011968361905e-05,0.00271881873292538,0.9936152282688353,0.002688961701803944
38,1.0,4.2616026198683515e-05,0.002529644988719705,5e-05,0.994103753707818,0.002487028968939282,1.0,3.162648239178149e-05,0.0026688827686787895,0.9936300052536858,0.0026372563087433162
39,1.0,2.4228440854747093e-05,0.0023286104568737676,5e-05,0.994525736252937,0.0023043820139891386,1.0,3.126453373801673e-05,0.0027291347828900647,0.9933869772487216,0.00269787023232008
40,0.9985207100591716,0.00419212590362886,0.006811484986552473,5e-05,0.9937814491740345,0.0026193591345862084,1.0,0.002288187460989219,0.012042232498060912,0.9778401984108819,0.009754045116197731
41,0.9970414201183432,0.015493630054456394,0.02114890936759339,2.5e-05,0.9867076164871983,0.005655279516010992,1.0,0.0036589992823792272,0.010184619452856068,0.9845547063483132,0.006525620210191442
42,1.0,0.000678603520087851,0.0047513174282982065,2.5e-05,0.9902559025047799,0.004072713920537978,1.0,0.0006514119139890479,0.004566061362210248,0.9904352095392015,0.0039146495012876885
43,1.0,0.00014551407588769697,0.003441379010848172,2.5e-05,0.9921266623502653,0.0032958649181534906,1.0,0.0001459767267056754,0.0035130789749220842,0.9918808854288526,0.0033671022619172516
44,1.0,0.00022054917189423835,0.003085202239205807,2.5e-05,0.9931628041013458,0.0028646530806687633,1.0,8.376097236685432e-05,0.0029745770476034116,0.993065733048651,0.002890816068328503
45,1.0,7.525912663054738e-05,0.002723276033755061,2.5e-05,0.9936648462651044,0.0026480169090602173,1.0,6.814880237173939e-05,0.0027164396467722124,0.9936162051227357,0.0026482908288016915
46,1.0,5.0622739728322485e-05,0.0024742232494403406,1.25e-05,0.9941969764303173,0.002423600518949242,1.0,6.453854649319308e-05,0.0025221553126660488,0.9940976434283786,0.002457616760188507
47,1.0,7.918215826171385e-05,0.0024857498256258184,1.25e-05,0.9942411829733989,0.0024065676719754845,1.0,5.813921060375075e-05,0.002447388374194917,0.9942369957764944,0.0023892491719582016
48,1.0,4.9394217558090976e-05,0.0023023453220785677,1.25e-05,0.9946075237008947,0.00225295111490138,1.0,5.301917797674428e-05,0.0023552608165320838,0.9944824841287401,0.0023022416280582547
49,1.0,6.192114836316918e-05,0.002329541178084028,1.25e-05,0.994564482446253,0.0022676200316612714,1.0,4.877362868506275e-05,0.0023127174257145575,0.9945136937830183,0.0022639437843786758
50,1.0,4.234577023712639e-05,0.002231866386498617,1.25e-05,0.9947560426046157,0.002189520621787999,1.0,4.3256366686882255e-05,0.0022839935263618827,0.9946187304125892,0.00224073717254214
51,1.0,4.094744243718247e-05,0.002200290171178774,1.25e-05,0.9948201934261435,0.002159342741161122,1.0,4.1525698185927875e-05,0.0022540902072149846,0.994673834906684,0.0022125645191408694
52,1.0,3.112539826504457e-05,0.002122892048926308,1.25e-05,0.9949888057962677,0.002091766656073328,1.0,3.871009924536237e-05,0.0021476001582211917,0.9949595878521601,0.0021088900652507115
53,1.0,6.0451848216488e-05,0.0021050049935070767,1.25e-05,0.995099427079308,0.002044553156548108,1.0,3.941513669521631e-05,0.0020889161872522286,0.9950724409686195,0.0020495010410538977
54,1.0,3.653405828510879e-05,0.0020615548272920254,1.25e-05,0.9951501820214401,0.0020250207751427263,1.0,3.536955076318312e-05,0.0021410271195539585,0.9949088411198722,0.002105657551308266
55,1.0,3.2772683087517625e-05,0.002002529811648619,1.25e-05,0.9952783097882243,0.00196975713441446,1.0,3.513891564289729e-05,0.0020487404932888844,0.9951540761523776,0.0020136015696658027
56,1.0,4.588095919517015e-05,0.0019671887726958335,1.25e-05,0.995388834081458,0.0019213078221851773,1.0,3.08465822437635e-05,0.0019972623008975964,0.9952627105845345,0.00196641571367056
57,1.0,2.857271923457612e-05,0.001928884460254622,1.25e-05,0.9954415658521935,0.001900311743361137,1.0,3.0798912307419516e-05,0.0020031270784481117,0.9952456735902362,0.0019723281665291223
58,1.0,3.612159797043294e-05,0.001896982386394145,1.25e-05,0.9955394239820672,0.0018608607944189267,1.0,2.488616505521198e-05,0.0019592778569656527,0.9953402760956023,0.0019343916857097712
59,1.0,2.7749190910519796e-05,0.0018346485121798364,1.25e-05,0.9956607635204608,0.0018068993234725877,1.0,2.7046710074942996e-05,0.001945936981226421,0.9953248004118601,0.001918890270947789
60,1.0,2.261134843724204e-05,0.0017899494709794205,1.25e-05,0.9957557006700505,0.0017673381278429114,1.0,2.509607658791108e-05,0.0018736190266079372,0.9955398241678873,0.0018485229552930428
61,1.0,3.072772139271015e-05,0.001826968087095591,1.25e-05,0.9956894742666617,0.0017962403724262126,1.0,2.5444220593979277e-05,0.0018644144260583238,0.99557792643706,0.0018389701953209522
62,1.0,2.728345961978494e-05,0.0017354169846016407,1.25e-05,0.9958952757028433,0.0017081335226222653,1.0,2.288052235223227e-05,0.0018228239172862635,0.9956794910960727,0.0017999433879999237
63,1.0,1.968403849540255e-05,0.0017438752713789557,1.25e-05,0.9958540060111052,0.0017241912362849087,1.0,2.28771312436038e-05,0.0018299280491191894,0.9956344746881061,0.0018070509314485309
64,1.0,2.770895743085556e-05,0.001690752207392485,1.25e-05,0.9960012118491901,0.0016630432546447368,1.0,2.2120988456701223e-05,0.0017522495666829248,0.9957883142762713,0.0017301285923976037
65,1.0,2.979629014508194e-05,0.0016574651797125722,1.25e-05,0.9960851648150111,0.0016276688957669546,1.0,2.119406193577965e-05,0.0017691260856938446,0.9957852711280187,0.0017479320263697042
66,1.0,1.739317090457583e-05,0.0016253034290774951,1.25e-05,0.9961341764094561,0.001607910257394938,1.0,1.8086531200525416e-05,0.0017512512179867674,0.9957717011372248,0.0017331646813545376
67,1.0,1.3926303586265005e-05,0.0016161407369530633,1.25e-05,0.9961502968206913,0.001602214433531106,1.0,1.824491765173914e-05,0.0017443588553255217,0.995784396926562,0.0017261139388817053
68,1.0,1.4281699415417376e-05,0.0015925931397786904,1.25e-05,0.9961961620658107,0.0015783114351894288,1.0,1.7298340506973393e-05,0.0017244267962976461,0.9958453277746836,0.0017071284657706404
69,1.0,1.9857296465929236e-05,0.0015549235405488567,1.25e-05,0.9963037643206896,0.0015350662453579523,1.0,1.604363546429492e-05,0.0016276636775324328,0.9961260739299986,0.0016116200422402471
70,1.0,1.5296020471020292e-05,0.001493950853518282,1.25e-05,0.9964305035461335,0.001478654832218239,1.0,1.5941858128106407e-05,0.0017123645811807364,0.995859819981787,0.001696422718749899
71,1.0,1.3213261050669004e-05,0.0014799387351273608,1.25e-05,0.9964632085089148,0.0014667254748627456,1.0,1.5961167069317777e-05,0.001621427033872654,0.996089850862821,0.001605465859433429
72,1.0,1.6798239671808683e-05,0.0014903789100970126,1.25e-05,0.9964510336430115,0.001473580667206235,1.0,1.4836004961832967e-05,0.0016236153896898031,0.9960252195596695,0.001608779395206107
73,1.0,1.1628474674472198e-05,0.0014623205260836558,1.25e-05,0.9965010817939713,0.0014506920520491766,1.0,1.4688804954390536e-05,0.0015653337403717968,0.996204748749733,0.0015506449271924794
74,1.0,1.5562928573835046e-05,0.001447959411779099,1.25e-05,0.9965435608604251,0.0014323964794221494,1.0,1.4213312815690591e-05,0.00153240764403664,0.9963054607311884,0.001518194324388686
75,1.0,1.6108632572894018e-05,0.0014005058177074517,6.25e-06,0.996661116385601,0.001384397184740774,1.0,1.2795101622565931e-05,0.001478597062588152,0.9964248306221433,0.0014658019742152344
76,1.0,1.6293814848740323e-05,0.0013368386853095033,6.25e-06,0.9968178300462531,0.001320544870352626,1.0,1.3343093445743963e-05,0.001483019590119107,0.9964033116896948,0.0014696764960212426
77,1.0,1.2106932745467871e-05,0.0013261219698759402,6.25e-06,0.9968332366125118,0.0013140150333462647,1.0,1.2728315928948556e-05,0.0014801461915744261,0.9964025864998499,0.0014674178770898532
78,1.0,1.0703322891828798e-05,0.0012962647383762578,6.25e-06,0.9969061972826896,0.0012855614096714328,1.0,1.1881321480839486e-05,0.0014482530645586343,0.9965028117100397,0.0014363717394492899
79,1.0,1.1135574667734556e-05,0.0012858859597451807,6.25e-06,0.9969266430866084,0.0012747503871500447,1.0,1.151001631980206e-05,0.001426250104688936,0.9965394255187776,0.0014147400894823174
80,1.0,1.4731297830057373e-05,0.0012661584648827212,6.25e-06,0.9969875773734594,0.0012514271698313485,1.0,1.0743810446535286e-05,0.0014231201817488505,0.9965415282381905,0.0014123763669178719
81,1.0,1.1718073658620107e-05,0.0012783079880658956,3.125e-06,0.9969490999300804,0.001266589913842373,1.0,1.103293971896038e-05,0.0013736494939722535,0.9966498398118548,0.0013626165519882408
82,1.0,1.3871979621188522e-05,0.0012397179889806805,3.125e-06,0.997044302655395,0.0012258460063944686,1.0,1.0931009295549959e-05,0.0013769012439297512,0.9966542588339912,0.001365970223559998
83,1.0,1.0046035803828913e-05,0.0012141457140947191,3.125e-06,0.9970915310481596,0.0012040996769740737,1.0,1.0411890635787637e-05,0.0013629290689196852,0.9966749300559362,0.0013525171768075477
84,1.0,1.140597217344086e-05,0.0011853178316925668,3.125e-06,0.9971657070887865,0.0011739118579918374,1.0,1.039322146291334e-05,0.0013359599656218456,0.996745389368799,0.0013255667387663077
85,1.0,1.0863118281792983e-05,0.0012055362124249517,3.125e-06,0.997120321502347,0.0011946730899139578,1.0,9.96164052580184e-06,0.0013169771053880039,0.9967934124999576,0.001307015477019983
86,1.0,1.7909780709482967e-05,0.001182642193943725,3.125e-06,0.9971912676060694,0.0011647324144603277,1.0,1.0229377450185792e-05,0.0013393493459766938,0.9967450516091453,0.0013291199720697477
87,1.0,8.32087002658975e-06,0.0011779915375398065,1.5625e-06,0.9971730148298501,0.0011696706659617949,1.0,9.880267718247953e-06,0.0013305194184391035,0.9967871589793099,0.0013206391498291243
88,1.0,1.1011862911713111e-05,0.0011615981079208164,1.5625e-06,0.9972245827229065,0.0011505862469261391,1.0,9.981139618117948e-06,0.0013460255997617626,0.9967581480741501,0.0013360444572754204
89,1.0,1.0773563956138938e-05,0.001166011715519997,1.5625e-06,0.9972113233346206,0.001155238150833891,1.0,9.799785356929331e-06,0.0013137925319218386,0.9968282265795602,0.0013039927483381082
90,1.0,1.2646221140899264e-05,0.00114080448532973,1.5625e-06,0.997281009628928,0.0011281582603324756,1.0,9.942633273930647e-06,0.0013379188361189638,0.9967810461918513,0.0013279762077015927
91,1.0,1.049268248208828e-05,0.0011596378492130816,1.5625e-06,0.997227046616684,0.0011491451650780774,1.0,9.820970570710111e-06,0.0013014237661587282,0.9968613783518473,0.0012916027982201842
92,1.0,9.060277627698528e-06,0.0011320486203243835,7.8125e-07,0.9972951662610974,0.0011229883419961487,1.0,9.665556346208052e-06,0.001314749048712353,0.9968345728185442,0.001305083482293412
93,1.0,8.438185395843149e-06,0.0011221965314743257,7.8125e-07,0.9973096516005386,0.0011137583432168034,1.0,9.728956673566498e-06,0.0013036065485923449,0.9968579626745648,0.0012938775972644282
94,1.0,9.425367195385984e-06,0.0011265668852706633,7.8125e-07,0.9973052165212011,0.0011171415167827623,1.0,9.123554869224412e-06,0.0013096688764764825,0.9968457818031311,0.0013005453333284499
95,1.0,1.1376298963899812e-05,0.0011310891796608826,7.8125e-07,0.9973022278243974,0.00111971288084565,1.0,9.572262029738315e-06,0.0012941562049996315,0.9968808326456282,0.0012845839486948939
96,1.0,1.5170685259724623e-05,0.0011076600714132036,7.8125e-07,0.9973712602310633,0.0010924893844674326,1.0,9.11112636635557e-06,0.0013106798481506605,0.9968463977177938,0.0013015687129356796
97,1.0,9.339578333948505e-06,0.0011343164562341377,3.90625e-07,0.9972874275326024,0.0011249768744724302,1.0,9.371796481774356e-06,0.0012756945248434527,0.9969205144378874,0.001266322735722901
98,1.0,1.0446147315278238e-05,0.0010931347276376196,3.90625e-07,0.9973935848157082,0.001082688580699728,1.0,9.177210825347023e-06,0.0012807483128401348,0.9969025237692727,0.00127157110222874
99,1.0,1.0701036655996983e-05,0.0011362289602058174,3.90625e-07,0.9972842325120282,0.001125527926742722,1.0,9.285078935840198e-06,0.0012650346082712833,0.9969465815358691,0.0012557495291629392
100,1.0,8.183719937760167e-06,0.0011125838052696334,3.90625e-07,0.9973380424567229,0.0011044000833399991,1.0,9.165476913924269e-06,0.001270918042994001,0.9969320661491818,0.0012617525531418829
101,1.0,9.024772465600835e-06,0.0010964753748242849,3.90625e-07,0.9973771399294836,0.0010874506024803592,1.0,9.106433404089861e-06,0.001267642945296959,0.9969296620951759,0.0012585365216687529
102,1.0,1.0022003806650324e-05,0.0011034737015280806,3.90625e-07,0.9973639535480703,0.0010934516955607917,1.0,8.928132513593331e-06,0.001273741361930863,0.9969180342223909,0.0012648132364524321
103,1.0,9.538801291626996e-06,0.0011072119494029403,3.90625e-07,0.9973538775415816,0.0010976731438277917,1.0,8.649657680671731e-06,0.0012518169306632546,0.996970522734854,0.0012431672787190312
104,1.0,9.601191982709917e-06,0.0010906697261924222,3.90625e-07,0.9973924248176214,0.0010810685326819193,1.0,8.58133012747607e-06,0.0012699361185594979,0.9969274484448962,0.0012613547733053565
105,1.0,8.367660964903703e-06,0.0011147668556938466,1.953125e-07,0.9973322569265873,0.001106399189978397,1.0,8.409571469611718e-06,0.0012382731009792122,0.9969953745603561,0.0012298635329999444
106,1.0,9.735434308840896e-06,0.0010656466033893842,1.953125e-07,0.9974532860975999,0.0010559111647583412,1.0,8.547236209861037e-06,0.0012476388801587746,0.9969764235946867,0.0012390916559120847
107,1.0,8.795952294836972e-06,0.0011083821410632873,1.953125e-07,0.9973475079564653,0.001099586186134229,1.0,8.539408249753757e-06,0.0012447414887396412,0.9969835529724757,0.001236202085338947
108,1.0,8.994315748237063e-06,0.0010761657107026268,1.953125e-07,0.9974278722994426,0.0010671713919869277,1.0,8.584585428097727e-06,0.0012554288615420875,0.9969591299692789,0.0012468442760614885
109,1.0,8.996821167330817e-06,0.00111202818628114,1.953125e-07,0.997336705760843,0.0011030313618806296,1.0,8.635391885607962e-06,0.0012440419232007116,0.9969875001245074,0.001235406535367171
110,1.0,8.629608196830148e-06,0.0010889741911045854,9.765625e-08,0.9973972587895816,0.0010803445809267284,1.0,7.786903859299502e-06,0.0012410760504685135,0.99698891904619,0.001233289154091229
111,1.0,8.557868447120689e-06,0.0010906249062935189,9.765625e-08,0.997388295168002,0.0010820670361966777,1.0,8.514235363163733e-06,0.001245890559706216,0.9969790312978957,0.0012373763230344695
112,1.0,1.1696611354465303e-05,0.001095931145594009,9.765625e-08,0.9973852454557927,0.0010842345310540418,1.0,8.807615999886468e-06,0.0012470559579216773,0.9969770676559873,0.0012382483465545294
113,1.0,9.01525445799063e-06,0.0011261566042674144,9.765625e-08,0.9973109219906598,0.0011171413476705639,1.0,8.551499977471622e-06,0.0012439791559396933,0.9969892485274209,0.0012354276582805647
114,1.0,1.0395091998817169e-05,0.0010860235428233691,9.765625e-08,0.9974105612060727,0.0010756284515814271,1.0,8.753929853197758e-06,0.001246268780151796,0.9969802300135294,0.0012375148572674436
115,1.0,1.1413331706437031e-05,0.001083672854680149,4.8828124e-08,0.997406518318244,0.0010722595237377347,1.0,8.729307962498626e-06,0.0012369591956182073,0.996999697552787,0.0012282298913406623
116,1.0,8.635761257271322e-06,0.0010792581593898848,4.8828124e-08,0.9974248180022607,0.0010706223977988685,1.0,8.518558675834558e-06,0.0012441525921329027,0.9969852798514895,0.0012356340270748155
117,1.0,8.6937967398895e-06,0.0010862119062583254,4.8828124e-08,0.997401328481866,0.0010775181088739862,1.0,8.859540514944481e-06,0.0012414598637001796,0.9969925433397293,0.0012326003230150996
118,1.0,9.883201816872035e-06,0.0011005380921776699,4.8828124e-08,0.9973742658569968,0.0010906548908162178,1.0,8.810170082066785e-06,0.001247276894799951,0.9969785494936837,0.0012384667319969998
119,1.0,8.734056205404944e-06,0.0010989995111198821,4.8828124e-08,0.997374461600061,0.0010902654553884806,1.0,8.682018633502745e-06,0.001243690017468503,0.9969882832633125,0.0012350079972141732
120,1.0,1.0577878850360117e-05,0.0011055803862565676,2.4414062e-08,0.9973694646852256,0.0010950025078047,1.0,8.621270331509044e-06,0.0012336005699277546,0.9970105969243579,0.0012249792974519853
121,1.0,7.5796117557096965e-06,0.0010956343529971877,2.4414062e-08,0.9973770108448683,0.001088054739104132,1.0,8.564753721253106e-06,0.0012420159780756673,0.9969892849524816,0.0012334512317061631
122,1.0,9.41967225203411e-06,0.0010710804579922785,2.4414062e-08,0.9974442254862136,0.0010616607816280941,1.0,8.793582251106121e-06,0.0012395134447918583,0.9969979673624039,0.0012307198679385085
123,1.0,7.149510756086848e-06,0.0010960562514229374,2.4414062e-08,0.9973745543575852,0.0010889067380694594,1.0,8.601679969189036e-06,0.0012370746521305086,0.997006012333764,0.0012284729746170342
124,1.0,1.1867355479534094e-05,0.0010940748664341074,2.4414062e-08,0.9973968133418518,0.0010822075140144477,1.0,8.58702229559564e-06,0.0012402860706465112,0.9969979408714507,0.0012316990469116718
125,1.0,8.618132824687817e-06,0.0010864651347262532,1.2207031e-08,0.9974023304747407,0.0010778470035124371,1.0,8.408951316596358e-06,0.0012400521324404206,0.9969979110691283,0.00123164318210911
126,1.0,1.4206618157872201e-05,0.001104254583475461,1.2207031e-08,0.997380278872315,0.0010900479647022335,1.0,8.64029200384506e-06,0.0012396911608650247,0.9969993680715561,0.0012310508771204492
127,1.0,9.47945830997407e-06,0.0010996486505317176,1.2207031e-08,0.9973744418494095,0.0010901691916277466,1.0,8.664243108253484e-06,0.0012362412267571522,0.9970076713297102,0.001227576976008196
128,1.0,1.0699624556410479e-05,0.0011006014417449133,1.2207031e-08,0.9973770425869868,0.0010899018173205208,1.0,8.706435959343e-06,0.0012340349623829955,0.9970197512043847,0.0012253285191642742
129,1.0,7.733331996622079e-06,0.0011129038736979152,1.2207031e-08,0.9973352047113272,0.0011051705402608674,1.0,8.596176529904495e-06,0.0012365543176808085,0.9970068020953072,0.001227958132706893
130,1.0,9.627661801646246e-06,0.0010989163337501327,1e-08,0.9973786028884571,0.0010892886726306917,1.0,8.578014260981112e-06,0.0012411064704388587,0.9969988216956457,0.001232528459190184
